track_id,type,traveled_d,avg_speed
781, Car, 461.33, 21.852384
782, Motorcycle, 455.26, 23.413540
783, Car, 479.25, 21.091638
784, Car, 181.37, 10.298572
785, Car, 351.08, 18.864121
786, Motorcycle, 214.73, 17.026924
787, Car, 41.60, 3.941131
788, Car, 349.69, 11.120926
789, Motorcycle, 34.52, 0.903269
790, Car, 243.15, 18.864762
791, Medium Vehicle, 360.65, 10.892201
792, Car, 191.40, 22.226963
793, Taxi, 98.66, 9.866370
794, Taxi, 181.09, 14.749405
795, Motorcycle, 449.93, 38.565616
796, Car, 481.61, 30.417412
797, Motorcycle, 230.88, 29.898110
798, Medium Vehicle, 59.91, 11.351623
799, Car, 457.56, 35.809068
800, Car, 471.96, 31.580967
801, Car, 473.40, 30.873697
802, Motorcycle, 101.87, 10.722929
803, Motorcycle, 97.26, 10.119253
804, Motorcycle, 440.49, 43.565146
805, Car, 471.18, 29.551186
806, Car, 466.07, 32.020263
807, Taxi, 227.21, 28.801845
808, Taxi, 481.65, 31.526361
809, Car, 460.63, 37.859860
810, Car, 60.84, 11.407285
811, Car, 468.72, 20.478174
812, Car, 474.03, 33.994447
813, Motorcycle, 456.51, 42.139462
814, Car, 479.39, 20.399511
815, Car, 483.71, 30.766304
816, Motorcycle, 94.59, 3.331807
817, Car, 63.87, 17.159066
818, Car, 468.19, 42.137100
819, Car, 478.64, 22.148038
820, Taxi, 473.67, 20.948337
821, Heavy Vehicle, 202.45, 15.775113
822, Taxi, 454.49, 22.599003
823, Car, 219.35, 17.547868
824, Car, 468.84, 21.150712
825, Bus, 371.61, 13.877621
826, Car, 27.06, 6.765294
827, Car, 253.01, 9.628397
828, Taxi, 406.15, 23.582695
829, Car, 212.67, 17.804702
830, Car, 35.35, 12.236411
831, Car, 212.14, 11.677222
832, Car, 31.34, 4.863400
833, Car, 215.37, 11.108092
834, Motorcycle, 156.08, 13.314917
835, Motorcycle, 413.99, 30.047492
836, Car, 478.77, 33.532863
837, Motorcycle, 451.34, 50.460264
838, Motorcycle, 100.29, 17.357495
839, Car, 478.12, 31.524368
840, Bus, 479.07, 29.735381
841, Taxi, 50.68, 16.586022
842, Car, 25.80, 14.511369
843, Motorcycle, 213.06, 13.844810
844, Motorcycle, 441.61, 52.992695
845, Motorcycle, 32.43, 11.446843
846, Motorcycle, 436.80, 47.941742
847, Motorcycle, 468.05, 48.698520
848, Motorcycle, 296.05, 16.447418
849, Taxi, 465.60, 41.903885
850, Car, 415.92, 23.468714
851, Taxi, 203.99, 11.582983
852, Bus, 13.20, 0.754417
853, Taxi, 441.15, 35.930482
854, Medium Vehicle, 463.88, 33.003629
855, Car, 220.33, 22.924557
856, Car, 206.81, 12.408563
857, Taxi, 221.16, 14.268161
858, Car, 139.86, 9.795572
859, Car, 193.38, 11.920961
860, Taxi, 289.36, 17.837358
861, Taxi, 87.63, 25.037087
862, Car, 183.03, 11.766315
863, Taxi, 251.25, 16.326631
864, Taxi, 87.57, 5.752674
865, Taxi, 209.44, 14.119789
866, Taxi, 150.18, 10.124376
867, Motorcycle, 210.70, 14.366158
868, Car, 196.05, 13.366914
869, Car, 199.66, 13.983890
870, Taxi, 80.98, 5.738456
871, Motorcycle, 175.22, 12.873500
872, Motorcycle, 38.25, 4.683202
873, Car, 75.03, 5.604158
874, Car, 192.21, 14.977421
875, Taxi, 271.65, 21.731873
876, Car, 193.08, 28.255496
877, Car, 67.89, 5.847000
878, Car, 85.09, 7.774332
879, Motorcycle, 89.64, 8.403301
880, Car, 152.01, 15.033822
881, Taxi, 64.07, 20.968914
882, Car, 62.43, 7.696610
883, Medium Vehicle, 51.78, 6.383882
884, Taxi, 80.70, 10.017732
885, Motorcycle, 319.68, 41.101456
886, Motorcycle, 290.50, 38.168162
887, Motorcycle, 258.99, 34.532510
888, Car, 74.17, 10.270114
889, Medium Vehicle, 206.10, 28.758536
890, Motorcycle, 269.75, 39.476335
891, Car, 172.87, 25.716179
892, Taxi, 71.61, 11.307018
893, Car, 56.67, 9.106967
894, Car, 52.92, 19.051912
895, Heavy Vehicle, 152.31, 25.152587
896, Heavy Vehicle, 141.16, 23.970741
897, Motorcycle, 87.53, 14.863487
898, Car, 171.03, 29.889448
899, Bus, 117.58, 22.515684
900, Motorcycle, 131.60, 26.320022
901, Motorcycle, 126.41, 26.457188
902, Taxi, 30.90, 8.557196
903, Motorcycle, 132.71, 28.437118
904, Car, 133.13, 29.583725
905, Motorcycle, 165.12, 37.152372
906, Car, 118.60, 29.245050
907, Motorcycle, 37.66, 9.969678
908, Motorcycle, 138.00, 36.529856
909, Car, 101.94, 28.670845
910, Motorcycle, 59.54, 19.485427
911, Car, 94.90, 28.470766
912, Medium Vehicle, 61.25, 20.045964
913, Car, 103.15, 34.382062
914, Car, 85.62, 29.078771
915, Car, 28.45, 10.241356
916, Car, 81.18, 30.441531
917, Car, 36.92, 14.445338
918, Car, 78.83, 30.846243
919, Motorcycle, 19.50, 9.234518
920, Car, 48.97, 24.486209
921, Motorcycle, 46.68, 30.007124
922, Car, 35.00, 23.335533
